ID,Lieu,Epoque,Nom,Titre
01-01-00,Rome,vers l'an 404,Almachius,martyr
01-01-01,Rome,sous l'empereur Dioclétien,trente saints soldats,soldats
01-01-02,Rome,sous l'empereur Alexandre,Martine,vierge
01-01-03,Spolète,à l'époque de l'empereur Antonin,Concordius,prêtre
01-01-04,,,Magnus,martyr
01-01-05,Césarée,en l'an 379,Basile,évêque
01-01-06,Afrique,en l'an 508,Fulgence,évêque
01-01-07,Chieti,en l'an 543,Justin,évêque
01-01-08,monastère de Saint-Claude, sur les montagnes du Jura, dans la région de Lyon,en l'an 510,Eugendus,abbé
01-01-09,Senlis,en l'an 1049,Odilon,Abbé
01-01-10,Mont Sénario, en Toscane,en l'an 1262,Bonfiglio,confesseur
01-01-11,Alexandrie,en l'an 470,Euphrosyne,vierge
01-02-00,Rome,Dioclétien,Étienne,Proto-Martyr
01-02-01,Antioche,420,Isidore,évêque
01-02-02,Tomis, en Pont,Licinius,Argeus,aucun
01-02-03,Tomis, en Pont,Licinius,Narcisse,aucun
01-02-04,Tomis, en Pont,320,Marcellin,aucun
01-02-05,Milan,après l'an 431,Martinien,évêque
01-02-06,Nitrie, en Égypte,IVe siècle,Isidore,évêque
01-02-07,,,Siridion,évêque
01-02-08,Thébaïde,vers l'an 395,Macaire d'Alexandrie,Abbé
01-03-00,Rome,l'an 236,Antère,Pape
01-03-01,Aulone,l'an 311 ou 291,Pierre,aucun
01-03-02,détroit des Dardanelles,vers l'an 320,Cyrin,martyr
01-03-03,détroit des Dardanelles,vers l'an 320,Primus,martyr
01-03-04,détroit des Dardanelles,vers l'an 320,Théogène,martyr
01-03-05,Césarée en Cappadoce,vers l'an 320,Gordius,centurion
01-03-06,Cilicie,persécution de Dioclétien,Zozime,martyr
01-03-07,Cilicie,persécution de Dioclétien,Athanase,Notaire
01-03-08,Cilicie,persécution de Dioclétien,Théopempte,martyr
01-03-09,Cilicie,persécution de Dioclétien,Théone,martyr
01-03-10,Padoue,en l'an 168,Daniel,martyr
01-03-11,Vienne,en l'an 252,Florence,évêque
01-03-12,Paris,en l'an 512,Geneviève,vierge
01-04-00,Crète,vers l'an 105,Titus,évêque
01-04-01,Rome,Empereur Julien,Priscus,prêtre
01-04-02,Rome,Empereur Julien,Priscillien,clerc
01-04-03,Rome,Empereur Julien,Bénédicte,aucun
01-04-04,Rome,Empereur Julien,Dafrose,martyre
01-04-05,Bologne,empereur Maximien,Hermès,martyr
01-04-06,Bologne,empereur Maximien,Aggée,martyr
01-04-07,Bologne,empereur Maximien,Caïus,martyr
01-04-08,Adrumète, en Afrique,empereur Sévère,Mavile,martyr
01-04-09,Afrique,vers la fin du cinquième siècle,Aquilin,martyr
01-04-10,Afrique,vers la fin du cinquième siècle,Gémin,martyr
01-04-11,Afrique,vers la fin du cinquième siècle,Eugène,martyr
01-04-12,Afrique,vers la fin du cinquième siècle,Marcien,martyr
01-04-13,Afrique,vers la fin du cinquième siècle,Quint,martyr
01-04-14,Afrique,vers la fin du cinquième siècle,Théodote,martyr
01-04-15,Afrique,vers la fin du cinquième siècle,Tryphon,martyr
01-04-16,Langres,en l'an 539,Grégoire,évêque
01-04-17,Reims, en Gaule,en l'an 743,Rigobert,évêque
01-05-00,Cantorbéry,,Thomas,archevêque
01-05-01,Rome,sous l'empereur Antonin le Pieux,Télesphore,pape
01-05-02,Thébaïde,sous l'empereur Dioclétien,,martyrs
01-05-03,Antioche,459,Siméon,moine
01-05-04,Angleterre,1066,Édouard,roi
01-05-05,Alexandrie,IVe siècle,Syncletique,aucun
01-05-06,Rome,VIe siècle,Émilienne,vierge
01-05-07,,440,Apollinaire,vierge
01-06-00,Reims,Dioclétien,Macra,martyre
01-06-01,Afrique,Sévère,saints martyrs,martyrs
01-06-02,Rennes,511,Mélanius,évêque
01-06-03,Florence,1373,André Corsini,évêque
01-06-04,Geris,Ve siècle,Nilammon,ermite
01-07-00,Nicomédie,persécution sous l'empereur Galère Maximien,Lucien,prêtre
01-07-01,Antioche,,Cleri,diacre
01-07-02,Héraclée,,Félix,aucun
01-07-03,Héraclée,,Janvier,aucun
01-07-04,,,Julien,martyr
01-07-05,Danemark,1086,Canut (IV.),roi
01-07-06,Pavie,248,Crispin (I.),évêque
01-07-07,Dacie,Ve siècle,Nicétas,évêque
01-07-08,Égypte,empereur Constantin le Grand,Théodore,moine
01-07-09,Barcelone,1275,Raymond de Peñafort,aucun
01-08-00,Beauvais,312,Lucien,Prêtre
01-08-01,Beauvais,,Maximien,aucun
01-08-02,Beauvais,,Julien,aucun
01-08-03,Autun,,Eugénien,évêque
01-08-04,Libye,,Théophile,Diacre
01-08-05,Libye,,Helladius,aucun
01-08-06,Venise,1455,Laurent de' Giustiniani,Patriarche
01-08-07,Hiérapolis,Marc Aurèle,Apollinaire,évêque
01-08-08,Naples,540,Séverin,évêque
01-08-09,Pavie,VIe siècle,Maxime,évêque
01-08-10,Ratisbonne,,Érard,évêque
01-08-11,Metz,IIe siècle,Patient,évêque
01-08-12,Bavière,482,Séverin,Abbé
01-09-00,Antioche,sous les empereurs Dioclétien et Maximien,Julien,martyr
01-09-01,Antioche,sous les empereurs Dioclétien et Maximien,Basilisse,Vierge
01-09-02,Antioche,sous les empereurs Dioclétien et Maximien,Antoine,prêtre
01-09-03,Antioche,sous les empereurs Dioclétien et Maximien,Anastase,aucun
01-09-04,Antioche,sous les empereurs Dioclétien et Maximien,Celse,aucun
01-09-05,Antioche,sous les empereurs Dioclétien et Maximien,Marcionille,aucun
01-09-06,Maroc,IVe siècle,Marciane,Vierge
01-09-07,Smyrne,,Vitalis,évêque
01-09-08,Smyrne,,Revocatus,diacre
01-09-09,Smyrne,,Fortunatus,diacre
01-09-10,Afrique,205,Épictète,martyr
