ID,Lieu,Epoque,Nom,Titre
07-27-14,Cordoue,,Nathalie,martyr
07-27-15,Cordoue,,Liliose,martyr
07-27-16,Éphèse,,Maxime,aucun
07-27-17,Éphèse,,Malchus,aucun
07-27-18,Éphèse,,Martinien,aucun
07-27-19,Éphèse,,Denis,aucun
07-27-20,Éphèse,,Jean,aucun
07-27-21,Éphèse,,Sérapion,aucun
07-27-22,Éphèse,,Constantin,aucun
07-27-23,Auxerre,VIe siècle,Etherius,évêque
07-27-24,Constantinople,,Anthusa,Vierge
07-28-00,Rome,,Victor I,pape
07-28-01,Rome,,Innocent I,pape
07-28-02,Milan,,Nazaire,martyr
07-28-03,Milan,,Celse,martyr
07-28-04,Thébaïde,,saints martyrs,martyr
07-28-05,Ancyre,,Eustathe,martyr
07-28-06,Milet,sous l'empereur Licinius,Acace,martyr
07-28-07,Bretagne,VIe siècle,Samson,évêque
07-28-08,Lyon,IIe siècle,Pérégrin,prêtre
07-29-00,Tarascon,,Marthe,Vierge
07-29-01,Rome,,Félix II,martyr
07-29-02,Cera,,Félix II,martyr
07-29-03,,,Abondius,Prêtre
07-29-04,,,Abondantius,Diacre
07-29-05,Rome,Dioclétien,Simplice,martyr
07-29-06,Rome,Dioclétien,Faustin,martyr
07-29-07,Rome,Dioclétien,Béatrix,martyr
07-29-08,Rome,Gallien,Lucille,martyr
07-29-09,Rome,Gallien,Flore,martyr
07-29-10,Rome,Gallien,Eugène,martyr
07-29-11,Rome,Gallien,Antonin,martyr
07-29-12,Rome,Gallien,Théodore,martyr
07-29-13,Gangre,,Callinicus,martyr
07-29-14,Norvège,1030,Olaf II,Roi
07-29-15,Troyes,Ve siècle,Loup,Confesseur
07-29-16,Saint-Brieuc,1237,Guillaume,Confesseur
07-29-17,Orléans,Ve siècle,Prospère,Évêque
07-29-18,Todi,IIIe siècle,Faustin,Confesseur
07-29-19,Mamia,Ve siècle,Séraphine,Vierge
07-30-00,Auxerre,,Germain,évêque
07-30-01,Rome,Decius,Abdon et Sennen,martyrs
07-30-02,Tuburbe,Valérien et Gallien,Maxima, Donatilla et Secunda,martyres
07-30-03,Assise,,Rufin,martyr
07-30-04,Césarée,Dioclétien,Julitte,martyre
07-30-05,Auxerre,début du sixième siècle,Ursin,évêque
07-31-00,Rome,,Ignace,confesseur
07-31-01,Césarée, en Maurétanie,,Fabius,martyr
07-31-02,Milan,persécution d'Antonin,Calimerius,évêque
07-31-03,Synnada, en Phrygie,,Démocrite,martyr
07-31-04,Synnada, en Phrygie,,Second,martyr
07-31-05,Synnada, en Phrygie,,Denis,martyr
07-31-06,Syrie,,moines,martyrs
07-31-07,Ravenne,,Germain,évêque
07-31-08,Tagaste, en Afrique,,Firmus,évêque
07-31-09,Sienne, en Toscane,,Jean Colombini,fondateur
08-01-00,Antioche,sous le roi Antiochus Épiphane,les sept saints frères Maccabées et leur mère,aucun
08-01-01,Rome,sous l'empereur Hadrien,Foi, Espérance et Charité,vierges
08-01-02,Rome, sur la Voie Latine,au troisième siècle,le Prêtre Bonus, Faust, Maur et neuf autres,martyrs
08-01-03,Philadelphie, en Arabie,,Cyrille, Aquila, Pierre, Domitien, Rufus et Méandre,martyrs
08-01-04,Pergé, en Pamphylie,au quatrième siècle,Léonce, Attius, Alexandre et six autres paysans,martyrs
08-01-05,Gérone, en Espagne,en l'an 304,Félix,martyr
08-01-06,Verceil,en l'an 370,Eusèbe,évêque
08-01-07,Paris,en l'an 287,Justin,martyr
08-01-08,Vienne,en l'an 136,Vérun,évêque
08-01-09,Winchester, en Angleterre,en l'an 984,Ethelwold,évêque
08-01-10,Lisieux,,Némésius,confesseur
08-02-00,Nocera dei Pagani,1787,Alphonse-Marie de Liguori,évêque
08-02-01,Rome, dans le cimetière de Calliste,257,Étienne,Pape et martyr
08-02-02,Nicée,quatrième siècle,Théodote,sainte
08-02-03,Afrique,211,Rutilius,martyr
08-02-04,Padoue,deuxième siècle,Maxime,évêque
08-03-00,Jérusalem,415,Étienne,martyr
08-03-01,Jérusalem,415,Gamaliel,saint
08-03-02,Jérusalem,415,Nicodème,saint
08-03-03,Jérusalem,415,Abibon,saint
08-03-04,Constantinople,,Hermellus,martyr
08-03-05,Inde,,moines,moine
08-03-06,Naples,97,Aspre,évêque
08-03-07,Autun,490,Euphronius,Confesseur
08-03-08,Anagni,1105,Pierre,évêque
08-03-09,Philippes,60,Lydie,vendeuse
08-03-10,Bérée,450,Marana,femme
08-03-11,Bérée,450,Cyra,femme
08-04-00,,,Dominique,fondateur
08-04-01,Thessalonique,premier siècle,Aristarque,évêque
08-04-02,Rome,275,Tertullinus,prêtre
08-04-03,Constantinople,quatrième siècle,Éleuthère,martyr
08-04-04,Perse,346,Ia,martyr
08-04-05,Cologne,,Protase,martyr
08-04-06,Vérone,,Agabius,évêque
08-04-07,Tours,,Euphronius,Arche-évêque
08-04-08,Rome,,Perpétue,aucun
08-05-00,Rome,304,saints martyrs,martyrs
08-05-01,Augsbourg,304,Afra,martyre
08-05-02,Ascoli,Dioclétien,Émigdius,évêque
08-05-03,Antioche,362,Eusignius,soldat
08-05-04,Égypte,,Cantidius,martyrs
08-05-05,Égypte,,Cantidien,martyrs
08-05-06,Égypte,,Sobel,martyrs
08-05-07,Châlons[-sur-Marne],,Memmius,évêque
08-05-08,Autun,355,Cassien,évêque
08-05-09,Téano,346,Paris,évêque
