ID,Lieu,Epoque,Nom,Titre
07-04-14,Lisbonne,1336,Isabelle,reine
07-04-15,Tours,,Martin,évêque
07-05-00,Milan,,Antoine-Marie Zaccaria,Confesseur
07-05-01,Rome,empereur Dioclétien,Zoé,martyre
07-05-02,Syrie,en l'an 363,Domitius,martyr
07-05-03,Cyrène, en Libye,en l'an 310,Cyrilla,martyre
07-05-04,Jérusalem,en l'an 451,Athanase,Diacre
07-05-05,Sicile,,Agathon,martyr
07-05-06,Sicile,,Triphine,martyr
07-05-07,Timisoara, sur la mer Noire,,Marin,martyr
07-05-08,Timisoara, sur la mer Noire,,Théodote,martyr
07-05-09,Timisoara, sur la mer Noire,,Sedophas,martyr
07-05-10,Trèves,en l'an 657,Numérien,Confesseur
07-05-11,,,Michel de Saint,Confesseur
07-05-12,San Severino, dans le Picenum,VIe siècle,Philumena,Vierge
07-06-00,Judée,vers 715 av. J.-C.,Isaïe,Prophète
07-06-01,Rome,en l'an 286,Tranquillinus,martyr
07-06-02,Fiesole,,Romulus,Évêque
07-06-03,Campanie,IVe siècle,Dominique,Vierge
07-06-04,,,Lucie,martyre
07-06-05,Trèves,en l'an 575,Goer,Prêtre
07-07-00,Canterbury,1223,Thomas,Archevêque
07-07-01,Rome,302,Claude,martyr
07-07-02,Rome,302,Nicostrate,martyr
07-07-03,Rome,302,Castorius,martyr
07-07-04,Rome,302,Victorin,martyr
07-07-05,Rome,302,Symphorian,martyr
07-07-06,Durrës,sous Trajan,Pérégrin,martyr
07-07-07,Durrës,sous Trajan,Lucien,martyr
07-07-08,Durrës,sous Trajan,Pompée,martyr
07-07-09,Durrës,sous Trajan,Hésychius,martyr
07-07-10,Durrës,sous Trajan,Papius,martyr
07-07-11,Durrës,sous Trajan,Saturnin,martyr
07-07-12,Durrës,sous Trajan,Germain,martyr
07-07-13,Durrës,sous Trajan,Astius,Évêque
07-07-14,Pérouse,1304,Benoît XI,Pape
07-07-15,Alexandrie,214,Pantène,aucun
07-07-16,Brescia,IIe siècle,Apollonius,Évêque
07-07-17,Saxe,786,Willibald,Évêque
07-07-18,Clermont,385,Illidius,Évêque
07-07-19,Urgell,1122,Odon,Évêque
07-07-20,Angleterre,705,Hedda,Évêque
07-07-21,Gray,1640,Pierre Foreri,Chanoine
07-07-22,Angleterre,695,Eadelburge,Vierge
07-08-00,Portugal,1336,Isabelle,Reine
07-08-01,Asie Mineure,,Aquila,aucun
07-08-02,Asie Mineure,,Priscille,aucun
07-08-03,Porto, Italie,sous l'Empereur Aurélien,cinquante saints soldats,martyrs
07-08-04,Palestine,sous l'Empereur Dioclétien,Procope,martyr
07-08-05,Constantinople,,Abrahamites,moines
07-08-06,Wurtzbourg, Allemagne,689,Killian,Évêque
07-08-07,Rome,1153,Eugène III,Pape
07-08-08,Trèves,Ve siècle,Auspice,Évêque
07-09-00,Eichstätt,786,Willibald,évêque
07-09-01,Rome,troisième siècle,Zénon,martyr
07-09-02,Gortyne,persécution sous Dèce,Cyrille,évêque
