ID,Lieu,Epoque,Nom,Titre
12-15-13,Abbenze,5ème siècle,Valérien,évêque
12-15-14,Orléans,6ème siècle,Maximin,abbé
12-15-15,Ibères,3ème siècle,Christiana,servante
12-16-00,Verceil,370-375,Eusèbe,évêque
12-16-01,Babylone,6ème siècle avant Jésus-Christ,Ananias,aucun
12-16-02,Babylone,6ème siècle avant Jésus-Christ,Azarias,aucun
12-16-03,Babylone,6ème siècle avant Jésus-Christ,Misael,aucun
12-16-04,Ravenne,4ème siècle,Valentin,instructeur militaire
12-16-05,Ravenne,4ème siècle,Concordius,aucun
12-16-06,Ravenne,4ème siècle,Navalis,aucun
12-16-07,Ravenne,4ème siècle,Agricola,aucun
12-16-08,Nole,250,Albina,vierge
12-16-09,Afrique,482,vierges,vierge
12-16-10,Vienne,875,Adon,évêque
12-16-11,Aberdeen,,Bean,évêque
12-16-12,Gaza,389,Irenion,évêque
12-17-00,Éléuthéropolis, en Palestine,l'empereur Héraclius,Florian,martyr
12-17-01,Éléuthéropolis, en Palestine,l'empereur Héraclius,Calanicus,martyr
12-17-02,Marseille, en Gaule,,Lazare,évêque
12-17-03,Rome,1213,Jean de Matha,fondateur
12-17-04,monastère de Fulda,779,Sturmius,abbé
12-17-05,Groot-Bijgaarden, près de Bruxelles, en Brabant,1168,Wivina,Vierge
12-17-06,Constantinople,vers 410,Olympias,veuve
12-17-07,Ardennes,,Begga,veuve
12-17-08,Antioche,Trajan,Ignace,patriarche
12-18-00,Philippes,107,Rufus,martyr
12-18-01,Philippes,107,Zozime,martyr
12-18-02,Laodicée,,Théotime,martyr
12-18-03,Laodicée,,Basile,martyr
12-18-04,Afrique,Dèce et Valérien,Quintus,martyr
12-18-05,Afrique,Dèce et Valérien,Simplicius,martyr
12-18-06,Afrique,,Moïsetès,martyr
12-18-07,Afrique,,Victurus,martyr
12-18-08,Afrique,,Victor,martyr
12-18-09,Afrique,,Victorin,martyr
12-18-10,Afrique,,Adjuteur,martyr
12-18-11,Afrique,,Quartus,martyr
12-18-12,Mopsueste,quatrième siècle,Auxence,évêque
12-18-13,Tours,,Gratien,évêque
12-19-00,Alexandrie,,Némésius,martyr
12-19-01,Nicée,quatrième siècle,Darius, Zosime, Paul et Second,martyrs
12-19-02,Nicomédie,quatrième siècle,Cyrille, Paulille, Second, Anastase, Syndime et leurs compagnons,martyrs
12-19-03,Maroc,quatrième siècle,Timothée,diacre
12-19-04,Gaza,troisième siècle,Meuris et Théa,martyrs
12-19-05,Auxerre,,Grégoire,évêque
12-19-06,Orléans,,Adjut,abbé
12-19-07,Rome,fin du troisième siècle,Fauste,sainte
12-19-08,Rome,,Urbain V,pape
12-20-00,Rome,249,Libérat,martyr
12-20-01,Rome,249,Bajulus,martyr
12-20-02,Rome,249,Ammon,martyr
12-20-03,Rome,249,Zénon,martyr
12-20-04,Rome,249,Ptolémée,martyr
12-20-05,Rome,249,Ingenes,martyr
12-20-06,Rome,249,Théophile,martyr
12-20-07,Geldube,quatrième siècle,Jules,martyr
12-20-08,Arabie,362,Eugène,prêtre
12-20-09,Arabie,362,Macaire,prêtre
12-20-10,Antioche,322,Philogone,Patriarche
12-20-11,Brescia,612,Dominique,évêque
12-20-12,Espagne,1073,Dominique,abbé
12-21-00,Inde,,Thomas,apôtre
12-21-01,Toscane,,Jean,martyr
12-21-02,Toscane,,Festus,martyr
12-21-03,Lycie,l'an 249,Thémistocle,martyr
12-21-04,Nicomédie,persécution sous l'empereur Dioclétien,Glycerius,prêtre
12-21-05,Antioche,l'an 609,Anastase,évêque
12-21-06,Trèves,quatrième siècle,Séverin,évêque
12-22-00,Rome, entre les deux Lauriers sur la Voie Lavicane,persécution sous l'empereur Dioclétien,trente saints martyrs,martyrs
12-22-01,Bagni di Ferrata (près de Civita Vecchia),empereur Julien l'Apostat,Flavien,Préfet
12-22-02,Ostie,,Démétrius,martyrs
12-22-03,Ostie,,Honorat,martyrs
12-22-04,Ostie,,Florus,martyrs
12-22-05,Alexandrie,en l'an 250,Ischyrion,martyr
12-22-06,Égypte,au troisième siècle,Chérémon,évêque
12-22-07,Nicomédie,empereur Dioclétien,Zénon,soldat
12-23-00,Rome,empereur Dèce,Victoria,sainte
12-23-01,Nicomédie,empereur Dioclétien,vingt saints martyrs,martyrs
12-23-02,Nicomédie,empereur Dioclétien,Migdonius et Mardonius,martyrs
12-23-03,Nicomédie,empereur Dioclétien,Anthime,évêque
12-23-04,Crète,empereur Dèce,Théodulus, Saturninus, Euporus, Gélasius, Eunicien, Zéticus, Cléomène, Agathopus, Basilide et Évariste,martyrs
12-23-05,Rome,570,Servulus,aucun
12-24-00,Antioche,sous l'empereur Dèce,quarante saintes Vierges et martyres,martyres
12-24-01,Spolète,des empereurs Dioclétien et Maximien,Grégoire,Prêtre
12-24-02,Tripoli,,Lucien, Métrobios, Paul, Zénobius, Théotimus et Drusus,martyrs
12-24-03,Nicomédie,sous l'empereur Dioclétien,Euthyme,martyr
12-24-04,Bordeaux,de l'empereur Théodose,Delphinus,évêque
12-24-05,Pologne,en l'an 1473,Jean de Kenty,prêtre
12-24-06,Rome,vers l'an 550,Tharsille,Vierge
12-24-07,Trèves,de l'an 672 à l'an 715,Irmina,abbesse
12-25-00,Bethléem de Juda,42e année du règne de l'empereur Octavien Auguste,Jésus-Christ,Notre Seigneur
12-25-01,île de Palmaria,règne de Dioclétien,Anastasie,sainte
12-25-02,Rome, dans le cimetière d'Apronius,époque de l'empereur Gallien,Eugénie,sainte vierge
12-25-03,Nicomédie,empereur Dioclétien,saints martyrs,martyrs
12-25-04,Barcelone, en Espagne,1256,Pierre Nolasque,saint confesseur
12-26-00,Jérusalem,,Étienne,martyr
12-26-01,Rome,,Marin,aucun
12-26-02,Rome,269,Denis,pape
12-26-03,Rome,417,Zosime,pape
12-26-04,Mésopotamie,,Archélaüs,évêque
12-26-05,Vérone,380,Zénon,évêque
