ID,Lieu,Epoque,Nom,Titre
06-05-00,Mayence,,Boniface,Archevêque
06-05-01,Égypte,persécution sous Galère Maximien,Martian,aucun
06-05-02,Égypte,persécution sous Galère Maximien,Nicanor,aucun
06-05-03,Égypte,persécution sous Galère Maximien,Apollonius,aucun
06-05-04,Pérouse,persécution sous Dèce,Florence,aucun
06-05-05,Pérouse,persécution sous Dèce,Julien,aucun
06-05-06,Pérouse,persécution sous Dèce,Ciriace,aucun
06-05-07,Pérouse,persécution sous Dèce,Marcelin,aucun
06-05-08,Pérouse,persécution sous Dèce,Faustin,aucun
06-05-09,Césarée en Palestine,,Zénais,aucun
06-05-10,Césarée en Palestine,,Cyria,aucun
06-05-11,Césarée en Palestine,,Valeria,aucun
06-05-12,Césarée en Palestine,,Marcia,aucun
06-05-13,Tyr,règne de Julien,Dorothée,prêtre
06-05-14,Cordoue,persécution des Arabes,Sancho,aucun
06-07-00,Constantinople,,Paul,Archevêque
06-07-01,Égypte,,Licarion,martyr
06-07-02,Cordoue,,Pierre,prêtre
06-07-03,Cordoue,,Wallabond,diacre
06-07-04,Cordoue,,Sabinien,moine
06-07-05,Cordoue,,Wistremund,moine
06-07-06,Cordoue,,Habentius,moine
06-07-07,Cordoue,,Jérémie,moine
06-07-08,Angleterre,,Robert,abbé
06-07-09,Aix,,Maximin,évêque
06-08-00,Aix en France,,Maximin,évêque
06-08-01,,,Calliopa,martyre
06-08-02,York en Angleterre,,Guillaume,archevêque
06-08-03,Soissons en France,,Médard,évêque
06-08-04,Rouen,,Gildard,évêque
06-08-05,Sens,,Héraclius,évêque
06-08-06,Metz,,Clodulphe,évêque
06-08-07,Dans le Piceno,,Séverin,évêque
06-08-08,En Sardaigne,,Sallustien,confesseur
06-08-09,Camerino,,Victorin,confesseur
06-09-00,mont Célien de Rome,,Primus et Félicien,martyrs
06-09-01,Agen,troisième siècle,Vincent,lévite
06-09-02,Antioche,304,Pélagie,vierge
06-09-03,Syracuse,594,Maximin,évêque
06-09-04,Andria,douzième siècle,Richard,évêque
06-09-05,Écosse,597,Colomban,prêtre
06-09-06,Édesse,quatrième siècle,Julien,moine
06-10-00,Écosse,,Marguerite,reine
06-10-01,Rome,,Getulius,aucun
06-10-02,Rome,,Céréalis,aucun
06-10-03,Rome,,Amantius,aucun
06-10-04,Rome,,Primitivus,aucun
06-10-05,Rome,,Sympharosa,aucun
06-10-06,Rome,,Basileide,aucun
06-10-07,Rome,,Tripodes,aucun
06-10-08,Rome,,Mandale,aucun
06-10-09,Nicomédie,,Zacharie,aucun
06-10-10,Prusias, en Bithynie,quatrième siècle,Timothée,évêque
06-10-11,Espagne,,Crispule,aucun
06-10-12,Espagne,,Restitut,aucun
06-10-13,Afrique,,Arésius,aucun
06-10-14,Afrique,,Rogat,aucun
06-10-15,Cologne,,Maurin,abbé
06-10-16,Pétra, en Arabie,,Astérius,évêque
06-10-17,Naples, en Campanie,,Maximus,évêque
06-10-18,Auxerre,début du sixième siècle,Censurius,évêque
06-11-00,Chypre,,Barnabé,Apôtre
06-11-01,Aquilée,,Félix et Fortunat,martyrs
06-11-02,Bologne,1267,Parisius,moine
06-11-03,Rome,1580,Grégoire de Nazianze,aucun
06-12-00,Salamanque, en Espagne,,Jean de San Fagondez,Confesseur
06-12-01,Rome, sur la voie Aurélienne,,Basilide, Cyrin, Nabor et Nazaire,soldats
06-12-02,Nicée, en Bithynie,,Antonine,martyre
06-12-03,Thrace,quatrième siècle,Olympius,évêque
06-12-04,Rome, dans la Basilique du Vatican,en l'an 816,Léon III,Pape
