ID,Lieu,Epoque,Nom,Titre
01-29-02,Rome,IVe siècle,Maur,soldat
01-29-03,Pérouse,178,Constance,évêque
01-29-04,Édesse,IIe siècle,Sarbelius,martyr
01-29-05,Édesse,IIe siècle,Barbea,aucun
01-29-06,Trois,275,Sabinian,martyr
01-29-07,Milan,VIIIe siècle,Aquilin,prêtre
01-29-08,Trèves,Ier siècle,Valère,évêque
01-29-09,Bourges,591,Sulpice Sévère,évêque
01-30-00,,IIIe siècle,Martine,vierge et martyre
01-30-01,Antioche,IIIe siècle,Hippolyte,martyr
01-30-02,Afrique,,Félicien,martyr
01-30-03,Afrique,,Philappian,martyr
01-30-04,Édesse,IIe siècle,Barsimée,évêque
01-30-05,Édesse,en l'an 379,Barsène,évêque
01-30-06,,en l'an 251,Alexandre,aucun
01-30-07,Jérusalem,IIe siècle,Matthias,patriarche
01-30-08,Rome,en l'an 530,Félix,pape
01-30-09,Pavie,en l'an 730,Armentaire,évêque
01-30-10,monastère de Maubeuge, en Hainaut,vers l'an 689,Aldegonde,vierge
01-30-11,Milan,en l'an 311,Savine,femme dévouée
01-30-12,Viterbe,en l'an 1640,Hyacinthe de' Mariscotti,vierge
01-31-00,Turin,,Jean Bosco,fondateur
01-31-01,Rome,IVe siècle,Cyr,martyr
01-31-02,Rome,IVe siècle,Jean,martyr
01-31-03,Alexandrie,en l'an 249,Métran,martyr
01-31-04,Alexandrie,,Saturnin,martyr
01-31-05,Alexandrie,,Thyrsus,martyr
01-31-06,Alexandrie,,Victor,martyr
01-31-07,Alexandrie,,Tharsicius,martyr
01-31-08,Alexandrie,,Zoticus,martyr
01-31-09,Alexandrie,,Cyriaque,martyr
01-31-10,Cyzique,,Triphène,martyr
01-31-11,Modène,après l'an 390,Geminian,évêque
01-31-12,Milan,Ve siècle,Jules,prêtre
01-31-13,Rome,en l'an 410,Marcella,veuve
01-31-14,Rome,en l'an 1530,Louise Albertoni,veuve
01-31-15,Venise,en l'an 831,Marc,évangéliste
02-01-00,Antioche,107,Ignace,évêque
02-01-01,Smyrne,251,Pionios,prêtre
02-01-02,Ravenne,389,Sévère,évêque
02-01-03,Tron, en Gaule,Ve siècle,Paul,évêque
02-01-04,Édesse,378,Éphrem,diacre
02-01-05,Irlande,523,Brigitte,Vierge
02-01-06,Florence, en Toscane,1242,Véridiana,Vierge
02-02-00,Rome,IVe siècle,Apronien,martyr
02-02-01,Rome,,Fortunat,martyr
02-02-02,Rome,,Félicien,martyr
02-02-03,Rome,,Firmus,martyr
02-02-04,Rome,,Candid,martyr
02-02-05,Césarée,Ier siècle,Corneille,évêque
02-02-06,Orléans,vers l'an 500,Flosculus,évêque
02-02-07,Canterbury,en l'an 619,Laurent,archevêque
02-02-08,Prato,,Catherine di Ricci,vierge
02-03-00,Angleterre,,Laurent,archevêque
02-03-01,Sébaste,vers l'an 316,Blaise,évêque
02-03-02,Afrique,vers l'an 280,Celerinus,diacre
02-03-03,Afrique,vers l'an 280,Laurentin,martyr
02-03-04,Afrique,vers l'an 280,Ignace,martyr
02-03-05,Afrique,vers l'an 280,Célerine,martyr
02-03-06,Afrique,vers l'an 270,Félix,martyr
02-03-07,Afrique,vers l'an 270,Symphronius,martyr
02-03-08,Afrique,vers l'an 270,Hippolyte,martyr
02-03-09,Gap,IIe siècle,Tigide,évêque
02-03-10,Gap,IIe siècle,Remède,évêque
02-03-11,Lyon,vers l'an 486,Lupicin,évêque
02-03-12,Lyon,vers l'an 486,Félix,évêque
02-03-13,Brême,en l'an 865,Anschaire,évêque
02-04-00,Fiesole,1360 à 1373,André Corsini,évêque
02-04-01,Rome,,Eutyque,martyr
02-04-02,Fossambrone,,Aquilin,martyr
02-04-03,Fossambrone,,Gémin,martyr
02-04-04,Fossambrone,,Gélase,martyr
02-04-05,Fossambrone,,Magnus,martyr
02-04-06,Fossambrone,,Donat,martyr
02-04-07,Thmuis,vers l'an 308,Philée,évêque
02-04-08,Thmuis,vers l'an 308,Philorome,tribun
02-04-09,Brême,en l'an 888,Rembert,évêque
02-04-10,Troyes,vers l'an 538,Aventin,Confesseur
02-04-11,Pélochion,vers l'an 449,Isidore,moine
02-04-12,Sempringham,en l'an 1190,Gilbert,Confesseur
02-04-13,Amatrice,en l'an 1612,Joseph de Leonissa,Confesseur
02-05-00,Catane,251,Agathe,vierge et martyre
02-05-01,Alexandrie,empereur Décius,Isidore,martyr
02-05-02,Japon,1597,vingt-six saints martyrs,martyrs
02-05-03,Vienne,525,Avitus,évêque
02-05-04,Bressanone,640,Génuinus,évêque
02-05-05,Bressanone,1015,Albain,évêque
02-06-00,Crète,,Tite,Archevêque
02-06-01,Césarée, en Cappadoce,304,Dorothée,Vierge et martyre
02-06-02,Césarée, en Cappadoce,304,Théophile,aucun
02-06-03,,,Saturnin,martyr
02-06-04,,,Théophile,martyr
02-06-05,,,Révocata,martyr
02-06-06,Émèse, en Phénicie,312,Silvan,Évêque
02-06-07,[Clermont,] en Auvergne, en Gaule,265,Antholien,martyr
02-06-08,Arras,540,Vedaste,Évêque
02-06-09,Maastricht,684,Amand,Évêque
02-06-10,Bologne,1159,Guarin,Cardinal Évêque
02-07-00,Fabriano,1027,Romuald,Abbé
02-07-01,Londres,IVe siècle,Augulus,Évêque
02-07-02,Andandros,304,Adaucus,aucun
02-07-03,Andandros,304,Préfet du Trésor,Préfet du Trésor
02-07-04,Andandros,304,Préfet Militaire,Préfet Militaire
02-07-05,Andandros,304,Sénat,Sénateur
02-07-06,Héraclée,319,Théodore,aucun
02-07-07,Égypte,,Moïse,Évêque
02-07-08,Lucques,722,Richard,Prince
02-07-09,Bologne,430,Julienne,veuve
02-08-00,,1213,Jean de Matha,fondateur
02-08-01,,,Jérôme Miani,fondateur
02-08-02,Rome,,Paul,martyr
02-08-03,Rome,,Lucius,martyr
02-08-04,Rome,,Cyriaque,martyr
02-08-05,Petite Arménie,,Denis,martyr
02-08-06,Petite Arménie,,Émilion,martyr
02-08-07,Petite Arménie,,Sébastien,martyr
02-08-08,Alexandrie,249,Cointhe,martyre
02-08-09,Constantinople,485,moines martyrs du monastère de Dim,martyrs
02-08-10,Perse,VIe siècle,saints martyrs,martyrs
02-08-11,Pavie,IIe siècle,Juventius,Évêque
02-08-12,Milan,620,Honorat,Évêque
02-08-13,Verdun,649,Paul,Évêque
02-08-14,Muret,1124,Étienne,Abbé
02-08-15,monastère de Vallombrosa,1089,Pierre,Cardinal-Évêque
02-09-00,Alexandrie,,Cyrille,Pape
02-09-01,Alexandrie,,Apollonie,Vierge
02-09-02,Rome,,Alexandre,martyr
02-09-03,Soli, à Chypre,,Ammonius,martyr
02-09-04,Soli, à Chypre,,Alexandre,martyr
02-09-05,Antioche,,Nicéphore,martyr
02-09-06,Afrique, dans le château de Lemele,VIe siècle,Primus,Diacre
02-09-07,Afrique, dans le château de Lemele,VIe siècle,Donat,Diacre
02-09-08,monastère de Fontenelle,695,Ausbert,Évêque
02-09-09,Canosa, dans les Pouilles,566,Sabin,Évêque
02-10-00,Mont Cassin,543,Scholastique,Vierge
02-10-01,Rome,304,Zoticus,martyr
02-10-02,Rome,304,Irénée,martyr
02-10-03,Rome,304,Hyacinthe,martyr
02-10-04,Rome,304,Amantius,martyr
02-10-05,Rome,sous Dèce,dix saints martyrs,soldats
02-10-06,Rome,304,Sotère,Vierge et martyre
02-10-07,Campanie,quatrième ou cinquième siècle,Silvan,Évêque
02-10-08,Mala-Vallis,1157,Guillaume,ermite
02-10-09,Rouen,704,Austreberte,Vierge
02-11-00,,,Gilbert,Confesseur
02-11-01,mont Sénario, en Toscane,,Sept saints Fondateurs de l'Ordre des Servites,Fondateur
02-11-02,Afrique,304,Saturnin,Prêtre
02-11-03,Afrique,304,Dativus,aucun
02-11-04,Afrique,304,Félix,aucun
02-11-05,Afrique,304,Ampélius,aucun
02-11-06,Afrique,304,leurs Compagnons,aucun
02-11-07,Numidie,303 ou 304,saints martyrs,martyr
02-11-08,Adrianople,348,Lucius,Évêque
02-11-09,Adrianople,348,ses Compagnons,aucun
02-11-10,Lyon,608,Désiré,Évêque
02-11-11,Ravenne,170,Calocère,Évêque
02-11-12,Milan,449,Lazare,Évêque
02-11-13,Capoue,450,Castrense,Évêque
02-11-14,village de Landon,507,Séverin,Abbé
02-11-15,Égypte,milieu du quatrième siècle,Jonas,moine
02-12-00,Angleterre,,Bède le Vénérable,abbé
02-12-01,Barcelone,empereur Dioclétien,Eulalie,Vierge
02-12-02,Afrique,,Damien,soldat
02-12-03,Carthage,,Modeste,aucun
02-12-04,Carthage,,Julien,aucun
02-12-05,Bénévent,,Modeste,Lévite
02-12-06,Alexandrie,,Modeste,aucun
02-12-07,Alexandrie,,Ammonius,aucun
02-12-08,Constantinople,en l'an 381,Méélèce,patriarche
02-12-09,Constantinople,empereur Léon VI,Antoine,évêque
02-12-10,Vérone,,Gaudentius,évêque
02-13-00,Antioche,Ier siècle,Agabus,prophète
02-13-01,Ravenne,IIIe siècle,Fusca,Vierge
02-13-02,Ravenne,IIIe siècle,Maura,nourricière
02-13-03,Mélitène, en Arménie,en l'an 259,Polyeucte,martyr
02-13-04,Lyon,,Julien,martyr
02-13-05,Todi,sous Dioclétien,Benigne,martyr
02-13-06,Rome,en l'an 731,Grégoire II,pape
02-13-07,Angers,,Lucinien,évêque
02-13-08,Lyon,vers l'an 512,Étienne,Confesseur
02-13-09,Rieti,VIe siècle,Étienne,abbé
02-13-10,Prati, en Toscane,,Catherine de Ricci,Vierge
02-14-00,Rome,sous l'empereur Claude César, en l'an 268,Valentin,prêtre
02-14-01,Rome,,Vital,martyr
02-14-02,Rome,,Félicule,martyr
02-14-03,Rome,,Zénon,martyr
02-14-04,Teramo,en l'an 273,Valentin,évêque
02-14-05,Teramo,en l'an 273,Proculus,martyr
02-14-06,Teramo,en l'an 273,Éphèbe,martyr
02-14-07,Teramo,en l'an 273,Apollonius,martyr
02-14-08,Alexandrie,,Bassus,martyr
02-14-09,Alexandrie,,Antoine,martyr
02-14-10,Alexandrie,,Protolicus,martyr
02-14-11,Alexandrie,,Cyrion,prêtre
02-14-12,Alexandrie,,Bassian,lecteur
02-14-13,Alexandrie,,Agatho,exorciste
02-14-14,Alexandrie,,Moïse,aucun
02-14-15,Alexandrie,,Denis,martyr
02-14-16,Alexandrie,,Ammonius,martyr
02-14-17,Ravenne,,Éleuchade,évêque
02-14-18,Bithynie,en l'an 470,Auxence,abbé
02-14-19,Sorrente,en l'an 830,Antonin,abbé
02-15-00,Brescia,vers l'an 122,Faustin,martyr
02-15-01,Brescia,vers l'an 122,Jovite,martyr
02-15-02,Rome,en l'an 273,Crato,martyr
02-15-03,Terni,en l'an 270,Agapè,Vierge et martyre
02-15-04,,,Saturnin,martyr
02-15-05,,,Castule,martyr
02-15-06,,,Magnus,martyr
02-15-07,,,Lucius,martyr
