ID,Lieu,Epoque,Nom,Titre
11-22-01,Colosses, en Phrygie,l'Empereur Néron,Philémon,martyr
11-22-02,Colosses, en Phrygie,l'Empereur Néron,Apphia,martyr
11-22-03,Rome,l'Empereur Numérien,Maur,martyr
11-22-04,Antioche, en Pisidie,l'Empereur Dioclétien,Marc,martyr
11-22-05,Antioche, en Pisidie,l'Empereur Dioclétien,Étienne,martyr
11-22-06,Autun,VIe siècle,Pragmatius,Évêque
11-23-00,Rome,sous l'Empereur Trajan,Clément,Pape
11-23-01,Rome,sous l'Empereur Marc Aurèle,Félicité,martyre
11-23-02,Mérida, en Espagne,sous l'Empereur Dioclétien,Lucrèce,Vierge et martyre
11-23-03,Cyzique, sur l'Héllépont,pendant la même persécution,Sisinios,martyr
11-23-04,Iconium, en Lycaonie,,Amphilochius,Évêque
11-23-05,Agrigente, en Sicile,à la fin du VIe siècle,Grégoire,Évêque
11-23-06,région de Hesbaye/Haspengouw,au VIIe siècle,Trudo,Confesseur
11-23-07,Mantoue,,Jean Boni,aucun
11-24-00,Aquilée,ordre de Dioclétien,Chrysogone,martyr
11-24-01,Rome,,Crescentien,martyr
11-24-02,Amelia,persécution sous l'Empereur Dioclétien,Firmina,Vierge et martyre
11-24-03,Corinthe,sous l'Empereur Julien l'Apostat,Alexandre,martyr
11-24-04,Cordoue,persécution sous les Arabes,Flora et Marie,Vierges et martyres
11-24-05,Pérouse,,Félicissime,martyr
11-24-06,Milan,,Protase,Évêque
11-24-07,Blaye,IVe siècle,Romain,Prêtre
11-24-08,Auvergne,VIe siècle,Portien,Abbé
11-25-00,Alexandrie,Maximinus,Catherine,vierge et martyre
11-25-01,Rome,Dèce,Moïse,prêtre
11-25-02,Antioche,,Érasme,martyr
11-25-03,Césarée, en Cappadoce,Dèce,Mercure,soldat
11-25-04,province d'Émilie,,Jucunde,vierge
11-26-00,Fabriano,,Silvestre,abbé
11-26-01,Alexandrie,,Pierre,pape
11-26-02,Alexandrie,,Fauste,prêtre
11-26-03,Alexandrie,,Didius,aucun
11-26-04,Alexandrie,,Ammonius,aucun
11-26-05,Alexandrie,,Philéas,évêque
11-26-06,Alexandrie,,Hésychius,évêque
11-26-07,Alexandrie,,Pachôme,évêque
11-26-08,Alexandrie,,Théodore,évêque
11-26-09,Nicomédie,époque de l'empereur Constantin,Marcellus,prêtre
11-26-10,Padoue,1149,Bellin,évêque
11-26-11,Rome,fin du quatrième siècle,Sirice,pape
11-26-12,Autun,troisième siècle,Amator,évêque
11-26-13,Constance,dixième siècle,Conrad,évêque
11-26-14,pays de Reims,septième siècle,Basolus,aucun
11-26-15,Andrinople,,Stylien,ermite
11-26-16,Arménie,dixième siècle,Nicon,moine
11-26-17,Rome,1751,Léonard de Port Maurice,aucun
11-27-00,Neo-Césarée en Pont,,Grégoire,archevêque
11-27-01,Antioche,,Basile,patriarche
11-27-02,Antioche,,Auxile,aucun
11-27-03,Antioche,,Saturnin,aucun
11-27-04,Perse,l'empereur Théodose le Jeune,Jacques,martyr
11-27-05,Sébaste, en Arménie,l'empereur Dioclétien,Hirenarchus,aucun
11-27-06,Sébaste, en Arménie,l'empereur Dioclétien,Acace,prêtre
11-27-07,Sébaste, en Arménie,l'empereur Dioclétien,sept femmes,martyr
11-27-08,près de la rivière Cea, en Galice,le président Atticus,Facundus,aucun
11-27-09,près de la rivière Cea, en Galice,le président Atticus,Primitivus,aucun
11-27-10,Aquilée,au quatrième siècle,Valérien,évêque
11-27-11,Riez, en Gaule,au cinquième siècle,Maximus,évêque
11-27-12,Salzbourg,au huitième siècle,Farrell,évêque
11-27-13,Inde, près des frontières de la Perse,,Barlaam,aucun
11-27-14,Inde, près des frontières de la Perse,,Josaphat,aucun
11-27-15,Paris,au sixième siècle,Séverin,moine
11-28-00,Vitebsk,période de haine pour l'unité catholique,Josaphat,archevêque
11-28-01,Rome,sous Dioclétien,Rufus,aucun
