ID,Lieu,Epoque,Nom,Titre
04-19-07,Malathia,,Galata,martyr
04-19-08,Cuncavella,291,Vincent,martyr
04-19-09,,IIe siècle,Socrate,martyr
04-19-10,,IIe siècle,Denis,martyr
04-19-11,Jérusalem,,Paphnutius,martyr
04-19-12,Antioche,IXe siècle,Georges,Évêque
04-19-13,Rome,1049-1054,Léon IX,Pape
04-19-14,Lobbes,644-713,Ursmer,Évêque
04-19-15,Florence,396,Crescentius,Confesseur
04-19-16,Florence,376-407,Zénobie,Évêque
04-20-00,Rome,sous l'empereur Trajan,Sulpice et Servilien,martyrs
04-20-01,Nicomédie,sous l'empereur Dioclétien,Victor, Zotique, Zénon, Acindin, Césaire, Sévérien, Chrysophore, Théonas et Antoine,martyrs
04-20-02,Tomes, en Scythie,vers l'an 409,Théotime,Évêque
04-20-03,Embrun, en Gaule,en 374,Marcellin,Évêque
04-20-04,Auxerre,au Ve siècle,Marcien,Prêtre
04-20-05,désert en Thrace,,Théodore,Confesseur
04-20-06,Monte Pulciano,en 1317,Agnès,Vierge
04-21-00,Canterbury, Angleterre,1109,Anselme,Archevêque
04-21-01,Perse,345,Siméon,Évêque
04-21-02,Alexandrie,,Arator,Prêtre
04-21-03,Alexandrie,,Fortunat,aucun
04-21-04,Alexandrie,,Félix,aucun
04-21-05,Alexandrie,,Silvius,aucun
04-21-06,Alexandrie,,Vital,aucun
04-21-07,,Dioclétien,Apollo,aucun
04-21-08,,Dioclétien,Isacius,aucun
04-21-09,,Dioclétien,Crotates,aucun
04-21-10,Antioche,après l'an 686,Anastase du Sinaï,Évêque
04-22-00,Rome,162 à 170,Soter,Pape
04-22-01,Rome,283 à 295,Caius,Pape
04-22-02,Smyrne,,Apelles,disciple
04-22-03,Smyrne,,Lucius,disciple
04-22-04,Perse,341 à 386,Azades,aucun
04-22-05,Perse,341 à 386,Milles,Évêque
04-22-06,Perse,341 à 386,Acepsimas,Évêque
04-22-07,Perse,341 à 386,James,prêtre
04-22-08,Perse,341 à 386,Aithalas,prêtre
04-22-09,Perse,341 à 386,Joseph,prêtre
04-22-10,Perse,341 à 386,Azadanes,diacre
04-22-11,Perse,341 à 386,Abd-Jesus,diacre
04-22-12,Perse,341 à 386,Mareas,Évêque
04-22-13,Perse,341 à 386,Bicor,Évêque
04-22-14,Perse,341 à 386,Tarbula,aucun
04-22-15,Perse,251,Parménios,prêtre
04-22-16,Perse,251,Hélimenas,prêtre
04-22-17,Perse,251,Chrysotelus,prêtre
04-22-18,Perse,251,Luc,diacre
04-22-19,Perse,251,Mucius,diacre
04-22-20,Alexandrie,,Léonide,aucun
04-22-21,Lyon,177,Épipode,aucun
04-22-22,Lyon,177,Alexandre,aucun
04-22-23,Sens,541,Léon,Évêque
04-22-24,Anastasiopolis,613,Théodore,Évêque
04-23-00,,303,Georges,martyr
04-23-01,Valence, en Gaule,212,Félix,prêtre
04-23-02,Valence, en Gaule,212,Fortunat,diacre
04-23-03,Valence, en Gaule,212,Achille,diacre
04-23-04,Prusse,997,Adalbert,évêque
04-23-05,Milan,423,Marolus,Confesseur
04-23-06,Toul, en Gaule,994,Gérard,évêque
04-24-00,Sevis,1622,Fidèle de Sigmaringen,martyr
04-24-01,Rome,272,Saba,martyr
04-24-02,Lyon,Antonin le Pieux,Alexandre,martyr
04-24-03,,Dioclétien,Eusèbe,martyr
04-24-04,,624,Mellitus,évêque
04-24-05,Elvira,fin du quatrième siècle,Grégoire,évêque
04-24-06,Brescia,586,Honorius,évêque
04-24-07,Écosse,729,Egbert,prêtre
04-24-08,Reims,673,Bona,vierge
04-24-09,Reims,673,Doda,vierge
04-25-00,Alexandrie,la huitième année de Néron, [en 68.],Marc,évangéliste
04-25-01,Rome,VIe siècle,Grégoire Ier,pape
04-25-02,Syracuse,,Évodius,martyr
04-25-03,Syracuse,,Hermogène,martyr
04-25-04,Syracuse,,Calliste,martyr
04-25-05,Antioche,l'époque de l'empereur Zénon,Étienne,patriarche
04-25-06,Antioche,IIe siècle,Philo,diacre
04-25-07,Antioche,IIe siècle,Agathopodes,diacre
04-25-08,Alexandrie,,Anian,Pape
04-26-00,Rome,persécution sous l'empereur Domitien,Pape Clet,Pape
04-26-01,Rome,persécution sous l'empereur Maximien,Pape Marcelin,Pape
04-26-02,Amasée, en Pont,vers l'an 322,Basile,évêque
04-26-03,Braga, au Portugal,au Ier siècle,Pierre,évêque
04-26-04,Vienne,vers l'an 620,Clarence,évêque
04-26-05,Vérone,,Lucidius,évêque
04-26-06,monastère de Centule,au VIIe siècle,Requier,prêtre
04-26-07,Troyes,en l'an 380,Exupérance,vierge
04-27-00,,,Egbert,prêtre
04-27-01,Nicomédie,sous l'empereur Dioclétien,Anthime,évêque
04-27-02,Tarse,,Castor,martyr
04-27-03,Tarse,,Étienne,martyr
04-27-04,Rome,en l'an 401,Anastase,Pape
04-27-05,Bologne,au VIe siècle,Tertullien,évêque
04-27-06,Brescia,au Ve siècle,Théophile,évêque
04-27-07,Constantinople,en l'an 813,Jean,abbé
04-27-08,Tarragone,en l'an 1304,Pierre Armengal,aucun
04-27-09,Lucques,en l'an 1278,Zita,Vierge
04-28-00,,1775,Paul de la Croix,fondateur
04-28-01,Ravenne,171,Vital,martyr
04-28-02,Milan,,Valérie,martyre
04-28-03,Atina,Domitien,Marc,évêque
04-28-04,Alexandrie,Dioclétien,Théodora,Vierge
04-28-05,,65,Aphrodise,évêque
04-28-06,,Dioclétien,Pollio,martyr
04-28-07,Bruse,IIIe siècle,Patrick,évêque
04-28-08,Tarragone,avant l'an 846,Prudentius,évêque
04-28-09,Pentina,VIIe siècle,Pamphile,évêque
04-29-00,Milan,1252,Pierre,martyr
04-29-01,Paphos, à Chypre,,Tychique,disciple
04-29-02,Cirtha, en Numidie,260,Agapius,évêque
04-29-03,Cirtha, en Numidie,260,Secondin,évêque
04-29-04,Corfou,100,Saturnin, Jusischolus, Faustien, Janvier, Marsal, Euphrasius et Mammius,voleurs
04-29-05,Brescia,428,Paulin,évêque
04-29-06,monastère de Cluny,1109,Hugues,Abbé
04-29-07,monastère de Molesme,1110,Robert,abbé
04-30-00,Rome,1380,Catherine de Sienne,vierge
04-30-01,Lambèse, en Numidie,260,Marian,lecteur
04-30-02,Lambèse, en Numidie,260,Jacques,diacre
04-30-03,Saintes,premier siècle,Eutrope,évêque
04-30-04,Cordoue,855,Amator,prêtre
04-30-05,Cordoue,855,Pierre,moine
04-30-06,Cordoue,855,Louis,aucun
04-30-07,Novare,quatrième siècle,Laurent,prêtre
04-30-08,Alexandrie,,Aphrodisius,prêtre
04-30-09,Éphèse,,Maximus,martyr
04-30-10,Fermo, dans le Picenum,,Sophie,vierge et martyre
04-30-11,Naples, en Campanie,cinquième siècle,Sévère,évêque
04-30-12,Evorea, en Épire,,Donat,évêque
04-30-13,Londres, en Angleterre,698,Erconwald,évêque
05-01-00,Hiérapolis, en Asie,61,Philippe,Apôtre
05-01-01,Jérusalem,,Jacques,évêque
05-01-02,Taphnis, en Égypte,590 av. J.-C.,Jérémie,prophète
05-01-03,Viviers, en Gaule,208,Andéol,sous-diacre
05-01-04,Huesca, en Espagne,,Orentius,martyr
05-01-05,Huesca, en Espagne,,Patience,martyr
05-01-06,Sedune, en Gaule,524,Sigismond,roi
05-01-07,Auxerre,524,Amator,évêque
05-01-08,Auch,cinquième siècle,Orientius,évêque
05-01-09,Angleterre,778,Asaph,évêque
05-01-10,Angleterre,778,Walburge,Vierge
05-01-11,Bergame,,Grata,veuve
05-01-12,Forli,,Pérégrin,aucun
05-02-00,Alexandrie,373,Athanase,Pape
05-02-01,Rome,,Saturninus,martyr
05-02-02,Rome,,Neopolus,martyr
05-02-03,Rome,,German,martyr
05-02-04,Rome,,Célestine,martyr
05-02-05,,,Exuperius,martyr
05-02-06,,,Zoé,martyr
05-02-07,,,Cyriaque,martyr
05-02-08,,,Théodulus,martyr
05-02-09,Séville,,Félix,Diacre
05-02-10,,489,Vindémial,martyr
05-03-00,Jérusalem,époque de l'empereur Constantin,Très Sainte Croix du Seigneur,aucun
05-03-01,Rome, sur la Voie Nomentane,en l'an 117,Alexandre Ier,Pape
05-03-02,Rome, sur la Voie Nomentane,en l'an 117,Eventius,prêtre
05-03-03,Rome, sur la Voie Nomentane,en l'an 117,Théodulos,prêtre
05-03-04,Narni,en l'an 376,Juvenal,Évêque
05-03-05,Constantinople,en l'an 313,Alexandre le Soldat,aucun
05-03-06,Constantinople,en l'an 313,Antonina,Vierge
05-03-07,Thébaïde,vers l'an 286,Timothée,aucun
05-03-08,Thébaïde,vers l'an 286,Myre,aucun
05-03-09,Aphrodisie, en Carie,au quatrième siècle,Diodore,aucun
05-03-10,Aphrodisie, en Carie,au quatrième siècle,Rodopienne,aucun
05-03-11,Sur le mont Senario, près de Florence,au treizième siècle,Sosthène,aucun
05-03-12,Sur le mont Senario, près de Florence,au treizième siècle,Uguccio,aucun
05-04-00,Ostie,,Monique,aucun
05-04-01,Aux mines de Phaeno, en Palestine,,Silvain,évêque
05-04-02,Aux mines de Phaeno, en Palestine,,saints martyrs,martyrs
05-04-03,Jérusalem,,Cyriaque,évêque
05-04-04,En Ombrie,,Porphyre,martyr
05-04-05,Nicomédie,,Antonia,martyre
05-04-06,Lorck, en Autriche,,Florian,martyr
05-04-07,Tarse,,Pélagie,vierge
05-04-08,Cologne,,Paulin,martyr
05-04-09,Milan,,Venerius,évêque
05-04-10,District de Périgueux,,Sacerdos,évêque
05-04-11,Hildesheim, en Saxe,,Gothard,confesseur
05-04-12,Auxerre,,Curcodomus,diacre
05-05-00,,,Catherine de Sienne,Vierge
05-05-01,Rome,1572,Pie V,Pape
05-05-02,Rome,,Crescentiane,martyre
05-05-03,Rome,,Silvain,martyr
05-05-04,Alexandrie,,Euthyme,diacre
05-05-05,Thessalonique,,Irénée,martyr
05-05-06,Thessalonique,,Pérégrin,martyr
05-05-07,Thessalonique,,Irène,martyre
05-05-08,Auxerre,304,Jovinien,martyr
05-05-09,Licata,1220,Ange,prêtre
05-05-10,Jérusalem,,Maxime,Confesseur
05-05-11,Édesse,,Euloge,Confesseur
05-05-12,Arles,449,Hilaire,évêque
05-05-13,Vienne,quatrième siècle,Nicétas,évêque
05-05-14,Bologne,540,Théodore,évêque
05-05-15,Murviedro,550,Sacerdos,évêque
05-05-16,Milan,470,Gerontius,évêque
05-05-17,Milan,,Augustin,évêque
05-05-18,Milan,,Ambroise,évêque
05-06-00,Rome,vers l'an 95,Jean,Apôtre et Évangéliste
05-06-01,Antioche,en l'an 62,Évode,évêque
05-06-02,Cyrène,au premier siècle,Lucius,évêque
05-06-03,Afrique,,Héliodore et Vénuste,martyrs
05-06-04,Chypre,au quatrième siècle,Théodote,évêque
05-06-05,Damas,en l'an 780,Jean de Damas,aucun
05-06-06,Charran, en Mésopotamie,,Protogène,évêque
05-06-07,Angleterre,en l'an 718,Eadberht,évêque
05-06-08,Rome,,Bénédicte,Vierge
05-06-09,Salerne,,Matthieu,Apôtre
05-07-00,Cracovie, en Pologne,1079,Stanislas,évêque
05-07-01,Tarracina, en Campanie,99,Flavia Domitilla,vierge
05-07-02,Bénévent,,Juvenal,évêque
05-07-03,Nicomédie,sous l'empereur Dioclétien,Flavius Augustus,aucun
05-07-04,Nicomédie,sous l'empereur Dioclétien,Augustin,aucun
05-07-05,Nicomédie,sous l'empereur Dèce,Quadratus,aucun
05-07-06,Rome,686,Benoît,pape
05-07-07,York, en Angleterre,721,Jean,évêque
05-07-08,Pavie,,Pierre,évêque
05-07-09,Rome,,Étienne,protomartyr
05-08-00,Milan,,Victor,martyr
05-08-01,Constantinople,,Acathius,Centurion
05-08-02,Vienne,,Denis,évêque
05-08-03,Auxerre,vers la fin du quatrième siècle,Hellade,évêque
05-08-04,Besançon,en l'an 1174,Pierre,évêque
05-08-05,Irlande,vers l'an 700,Wiro,évêque
05-09-00,Nazianze,,Grégoire,archevêque
05-09-01,Rome,,Hermès,aucun
05-09-02,Perse,,saints martyrs,martyrs
05-09-03,Cagli,,Gerontius,évêque
05-09-04,Vendôme,troisième siècle,Béat,Confesseur
05-09-05,Constantinople,,André,apôtre
05-09-06,Constantinople,,Luc,évangéliste
05-09-07,Constantinople,,Timothée,disciple
05-09-08,Amalfi,,André,apôtre
05-09-09,Rome,,Jérôme,prêtre
05-09-10,Bari,,Nicolas,évêque
05-10-00,Florence,,Antonin,archevêque
05-10-01,Rome,Julien l'Apostat,Gordien,martyr
05-10-02,Rome,Julien l'Apostat,Épimaque,martyr
