ID,Lieu,Epoque,Nom,Titre
05-15-00,Espagne,,Torquatus,évêque
05-15-01,Espagne,,Ctesiphon,évêque
05-15-02,Espagne,,Secundus,évêque
05-15-03,Espagne,,Indaletius,évêque
05-15-04,Espagne,,Caecilius,évêque
05-15-05,Espagne,,Hesychius,évêque
05-15-06,Espagne,,Euphratius,évêque
05-15-07,Évora, au Portugal,sixième siècle,Mancius,martyr
05-15-08,Chios,251,Isidore,martyr
05-15-09,Lampsaque, sur l'Héllénospont,251,Pierre,martyr
05-15-10,Lampsaque, sur l'Héllénospont,251,André,martyr
05-15-11,Lampsaque, sur l'Héllénospont,251,Paul,martyr
05-15-12,Lampsaque, sur l'Héllénospont,251,Dionysia,martyr
05-15-13,Faustine, en Sardaigne,Dioclétien,Simplicius,évêque
05-15-14,Clermont, en Auvergne,premier siècle,Cassius,martyr
05-15-15,Clermont, en Auvergne,premier siècle,Victorinus,martyr
05-15-16,Clermont, en Auvergne,premier siècle,Maximus,martyr
05-15-17,Brabant,,Dymphna,vierge et martyre
05-16-00,Bordeaux,,Simon,confesseur
05-16-01,Gubbio,,Ubald,évêque
05-16-02,Isaurie,,Aquilin,martyr
05-16-03,Isaurie,,Victorien,martyr
05-16-04,Auxerre,,Pérégrin,évêque
05-16-05,Usal,troisième siècle,Félix,martyr
05-16-06,Usal,troisième siècle,Gennade,martyr
05-16-07,Palestine,,moines,moine
05-16-08,Perse,,Audas,évêque
05-16-09,Perse,,prêtres,prêtre
05-16-10,Perse,,vierges,vierge
05-16-11,Prague,1390,Jean de Népomuc,chanoine
05-16-12,Amiens,600,Honoré,évêque
05-16-13,Le Mans,fin du sixième siècle,Domnole,évêque
05-16-14,Mirandola,,Possidius,évêque
05-16-15,Troyes,milieu du sixième siècle,Fidole,abbé
05-16-16,Irlande,577,Brendan,abbé
05-16-17,Fréjus,,Maxime,sainte vierge
05-17-00,Villa Real,,Pascual,aucun
05-17-01,Pise,Néron,Torpes,martyr
05-17-02,île d'Ischia,Valérien,Restituta,martyre
05-17-03,Noyon,Dioclétien,Héraclius,martyr
05-17-04,Noyon,Dioclétien,Paul,martyr
05-17-05,Noyon,Dioclétien,Aquilin,martyr
05-17-06,Chalcédoine,Maximin,Solochan,martyr
05-17-07,Alexandrie,,Adrion,martyr
05-17-08,Alexandrie,,Victor,martyr
05-17-09,Alexandrie,,Basilla,martyr
05-17-10,Wurtzbourg,1045,Bruno,évêque
05-18-00,Camerino,empereur Dèce,Venance,martyr
