ID,Lieu,Epoque,Nom,Titre
10-30-00,Afrique,,saints martyrs,martyrs
10-30-01,Tanger,troisième siècle,Marcellus,centurion
10-30-02,Alexandrie,,saints martyrs,martyrs
10-30-03,Alexandrie,,Eutropia,martyre
10-30-04,Cagliari,persécution sous l'empereur Dioclétien,Saturnin,martyr
10-30-05,Apamée,sous le même empereur Dioclétien,Maximus,martyr
10-30-06,Léon,persécution sous les empereurs Dioclétien et Maximien,Claude,martyrs
10-30-07,Léon,persécution sous les empereurs Dioclétien et Maximien,Lupercus,martyrs
10-30-08,Léon,persécution sous les empereurs Dioclétien et Maximien,Victorius,martyrs
10-30-09,Algaea,sous le Président Lysias et l'empereur Dioclétien,Zénobius,Évêque
10-30-10,Algaea,sous le Président Lysias et l'empereur Dioclétien,Zénobie,aucun
10-30-11,Altino,,Théonestus,Évêque
10-30-12,Paris,,Lucan,martyr
10-30-13,Antioche,troisième siècle,Sérapion,Patriarche
10-30-14,Capoue,,Germanus,Évêque
10-30-15,Potenza,1119,Gérard,Évêque
10-30-16,Palma,1617,Alphonse Rodriguez,coadjuteur temporel
10-31-00,Rome,Valérien,Diacre Némésius,Diacre
10-31-01,Rome,Valérien,Vierge Lucille,Vierge
10-31-02,Rome,,Symphronius,tribun
10-31-03,Rome,,Olympius,aucun
10-31-04,Rome,,Exuperia,aucun
10-31-05,Rome,,Théodulus,aucun
10-31-06,,,Ampliatus,aucun
10-31-07,,,Urbain,aucun
10-31-08,,,Narcisse,aucun
10-31-09,Saint-Quentin,Maximien,Saint Quentin,aucun
10-31-10,Constantinople,,Stachys,archevêque
10-31-11,Milan,septième siècle,Antonin,Évêque
10-31-12,Ratisbonne,dixième siècle,Wolfgang,Évêque
11-01-00,Terracine, en Campanie,sous le règne de l'empereur Dioclétien,Césaire,Diacre
11-01-01,Terracine, en Campanie,sous le règne de l'empereur Dioclétien,Julien,Prêtre
11-01-02,Dijon,sous l'empereur Marc Aurèle,Bénigne,Prêtre
11-01-03,,sous l'empereur Hadrien,Marie,servante
11-01-04,Damas,,Césaire,martyr
11-01-05,Damas,,Dace,martyr
11-01-06,Damas,,cinq autres,martyrs
11-01-07,Perse,sous le roi Sapor,Jean,Évêque
11-01-08,Perse,sous le roi Sapor,Jacques,Prêtre
